,statement,veracity
1708,My favorite color is blue.,1
1709,My mother is in her 50s.,1
1710,My father is talented in many different musical instruments.,1
1711,My great grandfather was a fighter pilot in world war 2.,1
1712,I am working in it helpdesk at the moment.,1
1713,I am ambidextrous.,1
1714,I had braces for four years.,1
1715,I like going to the movies on the weekend.,1
1716,I love to shop for shoes when they\re on sale.,1
1717,Graduating from college is an great accomplishment.,1
1718,A driver license is required to operate a moving vehicle,1
1719,The sun is yellow and shines very bright in the sky.,1
1720,In order to become a lawyer you would need to pas the bar exam,1
1721,The statue of liberty represents freedom.,1
1722,The sun rises in the east.,1
1723,Missouri is known as the show me state.,1
1724,Forks are useful when eating salad.,1
1725,Gold is valuable.,1
1726,Columbus discovered the new world in 1492.,1
1727,George washington was the first us president.,1
1728,I am a woman.,1
1729,I have 3 daughters.,1
1730,I am cacasian.,1
1731,I have no pets.,1
1732,I am a homemaker.,1
1733,I live in kentucky.,1
1734,I live with my husband.,1
1735,My favorite color is green.,1
1736,I have brown hair.,1
1737,My eyes are green.,1
1738,My birthday is next month.,1
1739,I love my boyfriend.,1
1740,I want a dog.,1
1741,I took a shower last night.,1
1742,Man went to the moon in 1969.,1
1743,Jfk was assassinated in 1960.,1
1744,The space shuttle challenger blew up shortly after liftoff.,1
1745,France is a country in europe.,1
1746,An apple is a fruit.,1
1747,A lawyer attends more than four years of college.,1
1748,Japan won wwii.,1
1749,I graduated in may 2006.,1
1750,I love muppets.,1
1751,Broccoli is high in vitamin c and dietary fiber.,1
1752,Most of the local furniture stores & car dealerships will be having memorial day sales soon.,1
1753,The inability to discuss financial difficulty apart from the feelings engendered by said difficulty leads many otherwise stable marital relationships to ruin.,1
1754,Vapor is lighter than air.,1
1755,Eating an apple every day is good for your health.,1
1756,The moon reveals its full size on full moon day.,1
1757,Water flows downwards only.,1
1758,Plants need the right nutrients to grow well.,1
1759,I have a samsung phone.,1
1760,I have food allergies.,1
1761,I like the color purple.,1
1762,I have one computer.,1
1763,I don\t make that much money.,1
1764,I like the movie beaches.,1
1765,I never traveled outside the usa.,1
1766,President obama was born in hawaii,1
1767,Kodak has gone bankrupt,1
1768,The university of wyoming has a pharmacy school.,1
1769,Microsoft no longer supports windows xp.,1
1770,A water molecule is made of one oxygen atom and 2 hydrogen atoms.,1
1771,"The book \""angels and demons\"" was written by dan brown",1
1772,"There are 7 books in the \""harry potter\"" book series and 8 movies in the adaption.",1
1773,The earth is a sphere.,1
1774,Humans are mammals.,1
1775,Prostitution is illegal in all but one of the united states.,1
1776,Gay marriage has been legalized in several us states.,1
1777,Marijuana has been legalized in the state of washington.,1
1778,Wearing a seat belt while driving is the law in most us states.,1
1779,Catholic priests have been exposed for molesting young boys in recent years.,1
1780,In my life i\ve had over ten pets,1
1781,I have never failed a test,1
1782,I have 8 siblings,1
1783,I prefer dogs over cats,1
1784,I love artichoke,1
1785,I am bilingual,1
1786,I don\t know my grandparents,1
1787,It\s not raining today.,1
1788,I walked the dog this morning.,1
1789,I enjoy drinking coffee.,1
1790,I made the bed this morning.,1
1791,I like to watch television.,1
1792,Camping is a fun activity.,1
1793,I like to read.,1
1794,I am in my forties.,1
1795,I did not attend college.,1
1796,I have brown hair.,1
1797,I have two children.,1
1798,I have been in three car accidents.,1
1799,I live in georgia.,1
1800,I was born in new jersey.,1
1801,New jersey has a population of about 9 million.,1
1802,New jersey is west of new york city.new jersey is west of new york city.,1
1803,New york city is made up of five boroughs.,1
1804,The food network is a tv channel in the united states.,1
1805,Cnn and fox are two tv news stations in the united states.,1
1806,Sushi is a japanese food.,1
1807,I have a bachelor\s degree in japanese.,1
1808,I was born in the united states.,1
1809,My mother is half german and half italian.,1
1810,I lived in germany for one year when i was younger.,1
1811,My phone case looks like an owl.,1
1812,I have a cat and a dog.,1
1813,My best friend is from india.,1
1814,My sister is such an adamant girl who troubles me all the time but i love her so much.,1
1815,My parents fight all the time but they miss each other if they are separated even for a day.,1
1816,My college was an expensive one but they never maintained the gardens well.,1
1817,I always wanted to travel to different places but i decided to settle on one place.,1
1818,My dog and i were so close that he searched for me on the night he died and chose to die on my lap.,1
1819,The sky is blue.,1
1820,It\s windy here.,1
1821,I am wearing a white tank top.,1
1822,I have one sister.,1
1823,I do not have nay pets.,1
1824,I do not smoke cigarettes.,1
1825,I don\t like the sound of the word \slices\.,1
1826,The president of the united states is barack obama.,1
1827,A dog has 4 legs.,1
1828,The sky is blue and there can be tinges of purple and pink at sunset.,1
1829,A car has 4 wheels.,1
1830,Conspiracy theorists are referred to as tin-foil hat wearers.,1
1831,There are a variety of iphones on the market.,1
1832,Massachusetts is a state.,1
1833,There are sixty minutes in an hour.,1
1834,There are twenty-four hours in a day.,1
1835,George washington was the first president of the united states.,1
1836,Star wars was written by george lucas.,1
1837,I have a puppy.,1
1838,My homework is not done.,1
1839,Lasagna is my favorite food.,1
1840,I\m going to the beach today.,1
1841,I have three children.,1
1842,My sewing machine is new.,1
1843,I love to eat at taco bell.,1
1844,Practice improves the chance of perfection.,1
1845,Hammers are one way to get a nail into the wall.,1
1846,Beauty is in the eye of the beholder.,1
1847,Tires need to be replaced and rotated regularly.,1
1848,Ice cream is a favorite dessert for many people.,1
1849,I am a female.,1
1850,I love italian food.,1
1851,I really like animals.,1
1852,Summer is my favorite season.,1
1853,I play bass guitar.,1
1854,I am married.,1
1855,I breathe oxygen.,1
1856,I have 11 brothers and 1 sister.,1
1857,I hate insects and reptiles.,1
1858,I have been living with my boyfriend for 5 months.,1
1859,My brother is a united states marine.,1
1860,My younger brother is gay.,1
1861,My best friend has 3 kids and she\s only 23.,1
1862,I don\t believe in marriage.,1
1863,Approximately 50 percent of all american presidents have been left-handed.,1
1864,Obama is the president,1
1865,Congress is run by the republicans,1
1866,We have not traveled to mars,1
1867,There is unrest in the world,1
1868,There is poverty and starvation in the world,1
1869,Rape is a serious crime,1
1870,The sun is hot,1
1871,Grass is green.,1
1872,The sky is blue.,1
1873,The clouds are white.,1
1874,Strawberries are red.,1
1875,Bananas are yellow.,1
1876,Oranges are orange.,1
1877,I am a girl,1
1878,I love peacock,1
1879,I live in india,1
1880,Asia is the largest continent,1
1881,Cat chases rat,1
1882,Sun rises in the east,1
1883,India is in asia,1
1884,Chlamydia is a bacteria,1
1885,Viruses cannot be cured by antibiotics,1
1886,The sun rises in the east,1
1887,Only female cats are calico,1
1888,Shingles is reactivation of chickenpox virus,1
1889,Antibodies help clear infections,1
1890,The sky is blue,1
1891,I love animals.,1
1892,I know several card games.,1
1893,I read a lot.,1
1894,I go to science fiction conventions every chance i get.,1
1895,What happens in science fiction conventions has nothing to do with the stereotypes.,1
1896,Many leaders in the technology fields to science fiction conventions.,1
1897,I always like to be as nice and kind to people as i can and will make sure to help people in need when at all possible.,1
1898,I hope to do a great job all of the many things i do and to be the very best at the very least one of the things i do.,1
1899,I do not like living in my city.,1
1900,I have two children.,1
1901,I have been married twelve years.,1
1902,I would like to own a new car.,1
1903,I wish i had a masters degree.,1
1904,My favorite color is blue.,1
1905,My husband works with computers.,1
1906,There are corpses on mount everest that serve as direction for those attempting to reach the top.,1
1907,Human beings unknowingly eat insects on occasion while sleeping.,1
1908,Beer was once not considered alcohol in russia.,1
1909,People are working toward cloning a wooly mammoth.,1
1910,A person\s height can vary slightly throughout the day.,1
1911,Men are more likely to be struck by lightning than women.,1
1912,Tommy lee jones and al gore were once roommates.,1
1913,The green bay packers have 4 superbowl wins.,1
1914,The chemical composition of water is h2o.,1
1915,The human heart is mysterious.,1
1916,The human species has 46 chromosomes.,1
1917,The moon reflects the sun\s light to the earth.,1
1918,President obama was re-elected in 2012.,1
1919,English has 26 letters.,1
1920,I graduated with a degree in information systems 10 years ago and still cant find a good job.,1
1921,I wish my credit was good enough for me to be able to buy a house with a nice back yard.,1
1922,I met my husband while working as security in a hospital and it was one of the best days if my life.,1
1923,Yesterday i took my daughter on a short out of town trip and watched her play in the bounce house.,1
1924,My husband is my best friend and lover and he supports me in everything i do and want to do in life.,1
1925,My parents have six children.,1
1926,I have red hair.,1
1927,Tomorrow is monday.,1
1928,I love tattoos.,1
1929,My college degree is in biology.,1
1930,I grew up with a pet dog.,1
1931,Next week i go on vacation.,1
1932,Caterpillars construct a cocoon around themselves.,1
1933,Bees help pollinate flowers,1
1934,There are 50 senators in the united states.,1
1935,The us flag has thirteen stripes and 50 stars.,1
1936,Hybrid cars get better gas  mileage.,1
