,statement,source,link,veracity,freq
2556,"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",Vicky Hartzler,/web/20180119172053/http://www.politifact.com/missouri/statements/2015/nov/30/vicky-hartzler/hartzler-was-modest-connection-between-drugs-and-f/,1,4
2563,"""More black babies are aborted in NYC than born.""",Cynthia Meyer,/web/20180119172053/http://www.politifact.com/texas/statements/2015/nov/25/cynthia-meyer/cynthia-meyer-says-more-black-babies-are-aborted-n/,1,1
2570,"""The actual (construction) contracts that we’ve awarded to date have come in several hundred million dollars below estimates.""",Jeff Morales,/web/20180119172055/http://www.politifact.com/california/statements/2015/nov/24/jeff-morales/have-construction-costs-dropped-several-hundred-mi/,1,1
2572,"""59 percent of Americans today believe that Barack Obama is still a Muslim.""",Arsalan  Iftikhar,/web/20180119172055/http://www.politifact.com/punditfact/statements/2015/nov/23/arsalan-iftikhar/do-59-percent-americans-believe-barack-obama-musli/,0,1
2579,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",Peter Kinder,/web/20180119172055/http://www.politifact.com/missouri/statements/2015/nov/22/peter-kinder/missouri-politician-wrongly-claims-zero-evidence-s/,0,3
2580,"""@Jorge_Elorza still think your plan is safe? Rescue Captain Kenyon just worked 96 hours straight. 96 hours.""",Paul Doughty,/web/20180119172055/http://www.politifact.com/rhode-island/statements/2015/nov/22/paul-doughty/union-mayor-rescue-captain-worked-96-hours-straigh/,1,2
2589,"""Forty-five states allow open carry of firearms.""",Marion Hammer,/web/20180119172057/http://www.politifact.com/florida/statements/2015/nov/18/marion-hammer/there-are-45-states-allow-open-carry-handguns-form/,1,1
2593,"""71% of WI’s roads are in poor or mediocre condition and 14% of WI’s bridges are structurally deficient or functionally obsolete.""",Jennifer  Shilling,/web/20180119172057/http://www.politifact.com/wisconsin/statements/2015/nov/18/jennifer-shilling/jennifer-shilling-71-state-roads-rated-poor-or-med/,1,1
2608,"""After Sandy Hook, Ted Cruz stopped Obama’s push for new gun control laws.""",Courageous Conservatives PAC,/web/20180119172058/http://www.politifact.com/texas/statements/2015/nov/13/courageous-conservatives-pac/pro-ted-cruz-pac-says-cruz-stopped-obama-push-gun-/,0,2
2610,"""When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.""",Courageous Conservatives PAC,/web/20180119172058/http://www.politifact.com/florida/statements/2015/nov/13/courageous-conservatives-pac/pac-supporting-ted-cruz-says-when-marco-rubio-trie/,0,2
2623,"""Our state has no major rivers to produce big hydropower.""",Tim Echols,/web/20180119172103/http://www.politifact.com/georgia/statements/2015/nov/10/tim-echols/wading-question-hydropower-georgia/,1,1
2625,"""Everyone on California’s roads is properly licensed, tested and insured.""",Luis Alejo,/web/20180119172103/http://www.politifact.com/california/statements/2015/nov/09/luis-alejo/claim-says-all-california-drivers-are-insured/,0,1
2630,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",Mason Tvert,/web/20180119172103/http://www.politifact.com/rhode-island/statements/2015/nov/08/mason-tvert/clearing-air-over-marijuana-support/,1,1
2638,"""No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.""",Kevin de León,/web/20180119172106/http://www.politifact.com/california/statements/2015/nov/03/kevin-de-leon/does-california-have-most-ambitious-clean-energy-g/,1,1
2651,"""Most Americans are now getting their news from Facebook.""",Rebecca Kleefisch,/web/20180119172109/http://www.politifact.com/wisconsin/statements/2015/oct/29/rebecca-kleefisch/most-people-get-their-news-facebook-gop-wisconsin-/,0,4
2657,"""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg""",Peter Kinder,/web/20180119172109/http://www.politifact.com/missouri/statements/2015/oct/28/peter-kinder/lt-gov-kinder-right-about-nixons-veto-overrides/,1,3
2658,"""How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?""",Reader,/web/20180119172109/http://www.politifact.com/georgia/statements/2015/oct/28/reader-email/unfit-serve-congressman-isnt-even-real/,0,1
2669,"""Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.""",Chris Koster,/web/20180119172112/http://www.politifact.com/missouri/statements/2015/oct/23/chris-koster/koster-mostly-right-about-erosion-higher-education/,1,4
2673,"""The word progressive ... was created as a substitute for ‘communist’.""",Jon Voight,/web/20180119172112/http://www.politifact.com/punditfact/statements/2015/oct/22/jon-voight/actor-jon-voight-says-progressive-just-another-wor/,0,1
2690,"""I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors.""",Steven Costantino,/web/20180119172115/http://www.politifact.com/rhode-island/statements/2015/oct/18/steven-costantino/despite-his-protests-afar-costantino-played-key-ro/,0,2
2695,"""Bernie Sanders admits he is a Democratic Socialist. … Nazis were Democratic Socialists.""",Jason Villalba,/web/20180119172115/http://www.politifact.com/texas/statements/2015/oct/16/jason-villalba/jason-villalba-said-bernie-sanders-democratic-soci/,0,1
2696,"""The oil and natural gas industry provides or supports 141,600 jobs in Georgia.""",American Petroleum Institute,/web/20180119172115/http://www.politifact.com/georgia/statements/2015/oct/16/american-petroleum-institute/group-gets-it-close-oilgas-jobs-georgia/,1,1
2698,"""Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.""",Erick Erickson,/web/20180119172115/http://www.politifact.com/wisconsin/statements/2015/oct/15/erick-erickson/paul-ryan-one-few-gop-house-members-have-voted-eve/,0,1
2704,"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",Gwen Moore,/web/20180119172118/http://www.politifact.com/wisconsin/statements/2015/oct/14/gwen-moore/six-10-americans-back-federal-money-planned-parent/,1,3
2717,"""Millions of dollars are spent by Planned Parenthood to elect Democrats to the House of Representatives and the Senate.""",Sean Duffy,/web/20180119172118/http://www.politifact.com/wisconsin/statements/2015/oct/08/sean-duffy/planned-parenthood-spends-millions-elect-democrats/,1,3
2726,"""More preschoolers are shot dead each year than police officers are in the line of duty.""",Nicholas Kristof,/web/20180119172120/http://www.politifact.com/punditfact/statements/2015/oct/06/nicholas-kristof/nicholas-kristof-gun-deaths-preschoolers-police/,1,4
2727,"""90% of Americans want national background checks that close loopholes.""",Jeremy Bird,/web/20180119172120/http://www.politifact.com/texas/statements/2015/oct/05/jeremy-bird/jeremy-bird-says-90-percent-americans-want-mandato/,1,1
2737,"""HIV/AIDS among women is skyrocketing in Austin.""",Ora Houston,/web/20180119172122/http://www.politifact.com/texas/statements/2015/oct/02/ora-houston/ora-houston-incorrectly-says-hivaids-skyrocketing-/,0,1
2741,"""We have 650 people who move to Texas every day.""",Glenn Hegar,/web/20180119172122/http://www.politifact.com/texas/statements/2015/oct/01/glenn-hegar/glenn-hegar-says-650-people-giddyap-texas-every-da/,1,1
2757,"""Twenty-six men named William have been elected to statewide office and only seven women have had the honor.""",Ruth's List Florida,/web/20180119172125/http://www.politifact.com/florida/statements/2015/sep/28/ruths-list-florida/men-named-william-outnumber-women-florida-politics/,1,1
2770,"""Daraprim is still underpriced, relative to its peers.""",Martin Shkreli,/web/20180119172125/http://www.politifact.com/punditfact/statements/2015/sep/24/martin-shkreli/fact-checking-martin-shkrelis-claim-daraprim-under/,0,1
2776,"""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""",Mary Mannix,/web/20180119172128/http://www.politifact.com/virginia/statements/2015/sep/22/mary-mannix/mary-mannix-says-about-half-virginias-rural-hospit/,1,1
2777,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",Casey Cagle,/web/20180119172128/http://www.politifact.com/georgia/statements/2015/sep/22/casey-cagle/cagle-right-law-enforcement-death-count/,1,3
2786,"""You know our current president is (Muslim). You know he's not even an American.""",Town hall audience member,/web/20180119172128/http://www.politifact.com/truth-o-meter/statements/2015/sep/18/town-hall-audience-member/obama-muslim-audience-member-says-donald-trump-201/,0,1
2791,"""We're the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.""",Barry DuVal,/web/20180119172130/http://www.politifact.com/virginia/statements/2015/sep/17/barry-duval/barry-duval-says-us-only-major-oil-producer-bans-c/,1,1
2806,"""Inspections of abortion centers around Virginia have found multiple violations of parental consent laws … but Gov. Terry McAuliffe and his administration have done nothing.""",Victoria Cobb,/web/20180119172130/http://www.politifact.com/virginia/statements/2015/sep/14/victoria-cobb/victoria-cobb-says-gov-mcauliffe-has-ignored-viola/,0,1
2816,"""There has never been a panther attack in the history of Florida.""",Ron Bergeron,/web/20180119172133/http://www.politifact.com/florida/statements/2015/sep/08/ron-bergeron/no-human-has-been-attacked-florida-panther-state-h/,1,1
2817,"""The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.""",Joe Pojman,/web/20180119172133/http://www.politifact.com/texas/statements/2015/sep/04/joe-pojman/anti-abortion-leader-says-texas-funding-womens-hea/,1,1
2823,"""Jesus was an undocumented immigrant.""",Ryan Eller,/web/20180119172136/http://www.politifact.com/punditfact/statements/2015/sep/03/ryan-eller/jesus-was-undocumented-immigrant-ordained-minister/,0,1
2832,"""In countries where there are higher, more strict gun laws, there is more gun violence.""",Eric Bolling,/web/20180119172136/http://www.politifact.com/punditfact/statements/2015/sep/01/eric-bolling/fox-news-bolling-misstates-tie-between-gun-laws-an/,0,2
2835,"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",Dan Gecker,/web/20180119172136/http://www.politifact.com/virginia/statements/2015/sep/01/dan-gecker/dan-gecker-says-us-only-wealth-nation-without-univ/,1,1
2844,"""In 1940, only 7 percent of Germans were Nazis.""",Curt Schilling,/web/20180119172139/http://www.politifact.com/punditfact/statements/2015/aug/28/curt-schilling/schilling-throws-wild-pitch-nazi-stat/,0,1
2847,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",Nicholas Kristof,/web/20180119172139/http://www.politifact.com/punditfact/statements/2015/aug/27/nicholas-kristof/more-americans-killed-guns-1968-all-wars-says-colu/,1,4
2850,"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.""",Sid Miller,/web/20180119172139/http://www.politifact.com/texas/statements/2015/aug/26/sid-miller/sid-miller-says-voters-mexico-must-have-tamper-pro/,1,2
2855,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",Glen Sturtevant,/web/20180119172142/http://www.politifact.com/virginia/statements/2015/aug/25/glen-sturtevant/glen-sturtevant-says-virginia-had-zero-percent-gro/,1,1
2858,"""There are actually only 30 countries that practice birthright citizenship.""",S.E. Cupp,/web/20180119172142/http://www.politifact.com/punditfact/statements/2015/aug/23/se-cupp/se-cupp-only-about-30-other-countries-offer-birthr/,1,1
2859,"""The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.""",Bruce Elfant,/web/20180119172142/http://www.politifact.com/texas/statements/2015/aug/21/bruce-elfant/bruce-elfant-says-us-about-100th-voter-turnout-tex/,1,1
2861,"""Less than half of the poorest American households have a home Internet subscription.""",Julián Castro,/web/20180119172142/http://www.politifact.com/texas/statements/2015/aug/20/julian-castro/julian-castro-says-less-half-lowest-income-america/,1,4
2865,"""The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.""",Matt Wuerker,/web/20180119172142/http://www.politifact.com/punditfact/statements/2015/aug/20/matt-wuerker/has-us-really-spent-more-afghanistan-post-wwii-eur/,1,1
